,date,home_team_name,home_team_id,home_team_pitcher_name,home_team_pitcher_id,away_team_name,away_team_id,away_team_pitcher_name,away_team_pitcher_id,Team__averageAgainst,Team__E_totalBasesAgainst,Team__E_OPS_Against,Team__WHIP,Team__pressureDifferential,Team__ERA,Team__FIP,Team__bb_9,Team__K_BB,Team__team_hr_9,Team__allowed_iso,Team__contact_outs,Team__pitches_per_batter,Team__dpi,Team__ground_air_against,Team__strand_rate_against,Team__average,Team__obp,Team__E_total_bases,Team__EOPS,Team__walkRate,Team__kRate,Team__ktobb,Team__E_iso,Team__pitches_seen_per_PA,Team__runsPerGame,Team__homeRunsPerGame,Team__babip,Pitcher__averageAgainst,Pitcher__E_totalBasesAgainst,Pitcher__E_OPS_Against,Pitcher__WHIP,Pitcher__pressureDifferential,Pitcher__ERA,Pitcher__FIP,Pitcher__bb_9,Pitcher__K_BB,Pitcher__team_hr_9,Pitcher__allowed_iso,Pitcher__contact_outs,Pitcher__pitches_per_batter,Pitcher__dpi,Pitcher__ground_air_against,Pitcher__strand_rate_against,home_team_wins
0,2025-04-27,Washington Nationals,120,Mitchell Parker,680730,New York Mets,121,Tylor Megill,656731,-0.007885110418642455,78.0,0.07327498134922339,0.10020528611752666,0.10709092464288794,1.8119065948165272,0.9565192598294985,0.7427508339748528,-0.6789297658862874,0.34808827303053647,0.06726823301007875,36.0,-0.09599804226242226,-0.022418946338032764,-0.034398463418892966,-0.07179487179487176,-0.008621638478189059,-0.012237254674253906,-23.0,-0.031969767351836875,0.006198467076994535,-0.018982503000038703,0.09382393734192701,-0.011110874199393855,-0.10417876359694933,-0.0032791559737667675,0.006558311947533507,-0.020637954279449477,-0.0027871402644542576,7.0,-0.0037176563894121273,-0.01497695852534564,0.7073732718894009,0.9098502304147467,1.4651497695852536,0.37327188940092126,-2.0,-0.04925115207373271,-0.0042020537476404884,38.0,-0.5258748884703079,0.157826905918509,-0.08597560975609764,0.0,True
1,2025-04-27,New York Yankees,147,Max Fried,608331,Toronto Blue Jays,141,Kevin Gausman,592332,-0.037631027253668764,-2.0,-0.06447050211119387,-0.13517604185034982,-0.06490624816316926,-0.40006171751013975,-0.11439781343678357,0.5444806912361138,-0.6753603294440635,-0.22337330276847123,-0.0009534924006967815,43.0,0.01196386786409942,0.0032001254951175007,0.12310606060606066,-0.10054347826086962,0.028566161889813063,0.05311803912014479,85.0,0.1454562856745093,0.034114837115411384,0.06219328623137965,0.029784914263058737,0.06377208466455139,0.179105613949603,0.12403381642512079,0.05314009661835749,0.05358588311478063,0.0035067212156633387,-1.0,-0.07155954448948088,0.08563248308172855,0.03305570015616888,-3.3053097345132745,-0.9591358667360748,-0.761322228006247,1.121212121212122,-0.5809474232170744,-0.077430674120508,6.0,-0.37357652962748533,0.008830341632889316,0.3252083333333333,0.0,True
2,2025-04-27,New York Yankees,147,Clarke Schmidt,657376,Toronto Blue Jays,141,Chris Bassitt,605135,-0.037631027253668764,-2.0,-0.06447050211119387,-0.13517604185034982,-0.06490624816316926,-0.40006171751013975,-0.11439781343678357,0.5444806912361138,-0.6753603294440635,-0.22337330276847123,-0.0009534924006967815,43.0,0.01196386786409942,0.0032001254951175007,0.12310606060606066,-0.10054347826086962,0.028566161889813063,0.05311803912014479,85.0,0.1454562856745093,0.034114837115411384,0.06219328623137965,0.029784914263058737,0.06377208466455139,0.179105613949603,0.12403381642512079,0.05314009661835749,0.05358588311478063,-0.03130040274816395,-21.53333333333333,0.16512649572649585,0.20603236245954704,0.32184358144552333,2.8693074433656953,3.1514886731391583,3.632826321467098,-3.87357671957672,1.3023948220064725,0.16528501813277924,-33.17777777777778,-0.16117094017094002,-0.034470085470085454,-0.15842884160756499,-0.0006000000000000449,True
3,2025-04-27,Cleveland Guardians,114,Logan Allen,671106,Boston Red Sox,111,Brayan Bello,678394,-0.007593093405450363,7.0,0.03504749426793319,-0.05812519272278749,-0.04517422139993821,-0.11794634597594866,0.507708911501696,0.3371877890841817,-0.2708782742681053,0.3441258094357076,0.04517322535996818,-4.0,0.21546722193626877,-0.008756024519208316,-0.19246274403225078,0.16666666666666674,0.016084458934947976,-0.0015316237649506403,-72.0,-0.019951735569422757,-0.013670859334373384,-0.03286897100884037,-0.0011474713132171854,-0.03450457073942015,-0.05154503055122195,-0.04228554979850313,-0.019545192861255042,0.0066075691075691,0.024982994096396205,5.0,-0.0801099415204678,0.006441558441558248,0.013142857142857012,0.7197922077922074,-1.5501298701298696,0.14510822510822585,-0.2896068376068377,-0.8187012987012987,-0.0980367952659868,10.333333333333329,-0.011567251461988448,0.03857017543859653,-0.6315698113207547,0.007199999999999984,False
4,2025-04-27,Detroit Tigers,116,Tarik Skubal,669373,Baltimore Orioles,110,Dean Kremer,665152,-0.09477611940298505,-19.0,-0.3860832468580653,-0.6408373262116098,-1.040786269735292,-5.260662948707878,-3.8530358966302725,-1.9689046422119243,2.496443812233286,-1.719179561699788,-0.18373189397185644,111.0,0.10529805142395965,-0.08411161074599338,-0.11180706850641497,0.1794871794871794,0.027401343092130104,0.01895544713130809,45.0,-0.009713665016560347,0.002329736339138383,0.006434227239811463,-0.0011989038593285817,-0.05607045523999862,-0.11686076189797845,0.09406593406593405,-0.04542124542124541,0.056604052218087286,-0.07699481261292768,-32.0,-0.3099177800616649,-0.5305183946488294,-1.0321906354515051,-4.706939799331103,-3.2069397993311037,-1.0497491638795984,5.5,-1.2755016722408026,-0.14911001780844946,-8.0,-0.07975334018499458,-0.12379239465570402,0.044430919050517326,0.0,True
5,2025-04-27,Minnesota Twins,142,Joe Ryan,657746,Los Angeles Angels,108,José Soriano,667755,-0.04638771124920146,-35.0,-0.12599036183941847,-0.3258979293713913,-0.557904560947898,-1.0488035337491586,-0.8583080204975997,-1.153668235676026,1.5864661654135335,0.012834187400004748,-0.017161722246323646,-16.0,0.06032601719933295,-0.03666526644963297,-0.20745057154559332,-0.2058823529411764,0.029476000958678916,0.06291526444485959,2.0,0.08365374159712491,0.036145955606610214,-0.07994825139339257,0.23253968253968255,-0.008737523806413627,0.1524158178984374,0.04888200894392847,-0.0696938424492604,0.03230360994437506,-0.055317829457364326,-7.0,-0.0921770458054555,-0.41176470588235303,-0.7941176470588236,-1.3235294117647056,-0.5294117647058827,-2.9117647058823533,8.016666666666666,0.5294117647058822,0.03931165344089496,-13.0,0.45800308800823464,-0.07545033453422545,-1.7285245901639343,0.0,True
6,2025-04-27,Kansas City Royals,118,Kris Bubic,663460,Houston Astros,117,Hunter Brown,686613,0.011638392796604446,-17.0,0.025450412048877546,0.17292901273483796,0.1216429201866096,0.8576156852855883,0.42431597528684906,0.9035745807590465,-1.0603174603174605,0.16482789055604574,-0.013866298451620074,-42.0,-0.02928104575163415,-0.020454674623472613,0.07886227873075025,-0.18253968253968256,-0.010026126171101463,-0.015292249413372039,-37.0,-0.07699575498689237,-0.005821922365496959,-0.0002905416494781432,-0.028571428571428525,-0.05167737940241887,-0.009303986408860876,-0.07174447174447174,-0.04237606590547767,-0.0017743873473607397,0.024258916164891148,9.0,0.07870646766169154,0.3566066066066066,0.40990990990991005,1.0337837837837838,1.0765765765765767,1.2972972972972971,-2.63095238095238,0.25675675675675674,-0.0008758315877767375,0.0,-0.553432835820896,0.010746268656716462,-0.3225490196078431,0.0,False
7,2025-04-27,St. Louis Cardinals,138,Erick Fedde,607200,Milwaukee Brewers,158,Jose Quintana,500779,-0.026051423106410898,-75.0,-0.0992737749267183,-0.28514780100937287,-0.2005767844268206,-0.22126892573900525,-0.43857245854361926,-1.766582552271089,0.9602484472049693,-0.048017303532804645,-0.023990317574119124,-31.0,-0.26250808137235815,0.04504541260505779,0.01614832535885169,0.06493506493506496,-0.036358737968991,-0.040017843402897435,-1.0,-0.10695892712999722,-0.001354776886656639,0.04857842836440196,-0.1412945759664369,-0.030582345758108725,0.016323409317277715,-0.19673874512584183,-0.04828075150655796,-0.013848758628340951,0.009103641456582628,31.0,0.15630929791271342,0.2367059499856281,0.35010060362173034,3.54282839896522,1.4185110663983904,1.3659097441793624,-0.8125,0.4462489221040529,0.10664588416011564,25.0,-0.25735294117647056,-0.0026881720430107503,-0.14807692307692305,0.0,False
8,2025-04-27,Colorado Rockies,115,Bradley Blalock,687134,Cincinnati Reds,113,Nick Lodolo,666157,0.0811539262933613,55.0,0.1543304010958434,0.4977116704805491,0.6758199847444699,2.471395881006865,0.9294431731502666,0.9439359267734555,-1.1525423728813566,0.1441647597254001,-0.01194134977694511,9.0,-0.1286652968622919,0.04182183981850096,0.41584037852694566,-0.213963963963964,-0.07328349399960651,-0.08022992439292476,-149.0,-0.17001586385506173,-0.018468195435733983,0.06949644585843179,-0.197016317016317,-0.016502445462530463,0.008340849571791598,-0.23455149501661127,-0.009136212624584722,-0.07508670380041554,0.11434213098729223,11.599999999999994,0.3201143745143745,0.6651111111111111,0.7324444444444443,4.726,1.5988888888888892,1.5766666666666662,-3.062666666666667,0.8399999999999999,0.08668102363586233,-13.400000000000006,0.26544832944832963,0.018374514374514317,0.09723137254901959,-0.014399999999999968,False
9,2025-04-27,San Francisco Giants,137,Jordan Hicks,663855,Texas Rangers,140,Jack Leiter,683004,0.016937371963710868,70.0,0.036119545525791,0.18458495852332013,-0.06456353348349186,0.8484315772125472,-0.6539581387683349,1.3523732351810143,-0.4923497267759567,-0.35079382519364943,-0.013387020026873586,38.0,0.14176256383525487,-0.07557802572729366,0.12156127680688023,-0.07326007326007322,-0.007735054464109187,0.04167653327018711,73.0,0.05803254287743986,0.06217651635600961,-0.043537092791177595,0.334534967555876,0.02409106407136194,0.27125266398295045,0.12245665736589645,-0.006050725773583718,-0.018906630247236267,0.10494210830029227,41.777777777777786,0.22447435897435908,0.594914089347079,0.7270847651775486,3.870378006872852,1.235223367697595,0.27966781214203884,-0.5752991452991449,0.4233676975945017,0.01519891734073342,33.66666666666667,-0.5160470085470088,0.042970085470085406,0.8968755294884327,0.0030000000000000027,True
